"TimeCreated","Id","LevelDisplayName","Message"
"29/07/2025 12:02:41 pm","10016","Warning","The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user GALANT\Trinity SID (S-1-5-21-482037123-2649378654-2062196287-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
"29/07/2025 12:00:00 pm","6013","Information","The system uptime is 70845 seconds."
"29/07/2025 11:58:57 am","7001","Information","User Logon Notification for Customer Experience Improvement Program"
"29/07/2025 11:58:46 am","32","Information","Intel(R) Ethernet Connection (10) I219-V
 Network link has been established at 1Gbps full duplex.
"
"29/07/2025 11:58:45 am","1","Information","The system has returned from a low power state.

Sleep Time: ?2025?-?07?-?29T03:58:21.969238400Z
Wake Time: ?2025?-?07?-?29T03:58:44.090045000Z

Wake Source: Unknown"
"29/07/2025 11:58:45 am","1038","Information","Pre-attestation health checks confirm that the device is expected to pass attestation.
 Please see C:\WINDOWS\Logs\MeasuredBoot\0000000031-0000000002.json for detailed information on what checks were made."
"29/07/2025 11:58:45 am","1041","Information","Pre-attestation health check detailed information: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}]}"
"29/07/2025 11:58:44 am","566","Information","The system session has transitioned from 9 to 11.

Reason Unknown 

BootId: 23"
"29/07/2025 11:58:44 am","7031","Error","The Mullvad VPN Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 3000 milliseconds: Restart the service."
"29/07/2025 11:58:44 am","7024","Error","The Mullvad VPN Service service terminated with the following service-specific error: 
Incorrect function."
"29/07/2025 11:58:43 am","566","Information","The system session has transitioned from 8 to 9.

Reason SxTransition 

BootId: 23"
"29/07/2025 11:58:43 am","32","Information","The bootmgr spent 0 ms waiting for user input."
"29/07/2025 11:58:43 am","18","Information","There are 0x1 boot options on this system."
"29/07/2025 11:58:43 am","247","Information","Unable to load Pluton-Windows firmware. StatusCode: STATUS_SUCCESS, Reason: Failed to apply firmware."
"29/07/2025 11:58:43 am","27","Information","The boot type was 0x1."
"29/07/2025 11:58:43 am","25","Information","The boot menu policy was 0x1."
"29/07/2025 11:58:43 am","30","Information","The firmware reported boot metrics."
"29/07/2025 11:58:42 am","1","Information","The system time has changed to ?2025?-?07?-?29T03:58:42.500000000Z from ?2025?-?07?-?29T03:58:24.678954500Z.
Time Delta: 17821 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ?2025?-?07?-?29T11:58:42.500000000Z
Current time zone bias: -480
RTC time is in UTC: false
System time was based on RTC time: false"
"29/07/2025 11:58:24 am","107","Information","The system has resumed from sleep."
"29/07/2025 11:58:22 am","42","Information","The system is entering sleep.

Sleep Reason: Application API"
"29/07/2025 11:58:21 am","566","Information","The system session has transitioned from 7 to 8.

Reason InputHid 

BootId: 23"
"29/07/2025 11:58:21 am","187","Information","User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs."
"29/07/2025 11:58:21 am","7002","Information","User Logoff Notification for Customer Experience Improvement Program"
"29/07/2025 11:58:20 am","100","Warning","Process C:\Windows\explorer.exe is delaying system shutdown after 5016 milliseconds."
"29/07/2025 9:49:26 am","158","Information","The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well."
"29/07/2025 9:48:15 am","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 13 keys and creating 7 modified pages."
"29/07/2025 9:32:22 am","158","Information","The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well."
"29/07/2025 9:15:18 am","158","Information","The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well."
"29/07/2025 8:58:14 am","158","Information","The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well."
"29/07/2025 8:45:54 am","566","Information","The system session has transitioned from 5 to 7.

Reason InputHid 

BootId: 23"
"29/07/2025 8:42:03 am","15","Information","Hive \??\C:\WINDOWS\System32\SMI\Store\Machine\schema.dat was reorganized with a starting size of 15912960 bytes and an ending size of 10948608 bytes."
"29/07/2025 8:42:03 am","15","Information","Hive \??\C:\WINDOWS\System32\config\COMPONENTS was reorganized with a starting size of 49410048 bytes and an ending size of 48181248 bytes."
"29/07/2025 8:41:04 am","15","Information","Hive \??\Volume{a74d8b81-ad10-4e07-83e4-60a44a9d9237}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{C59DB76E-D73A-451F-A01D-7C681A198E1F} was reorganized with a starting size of 15912960 bytes and an ending size of 10948608 bytes."
"29/07/2025 8:41:03 am","15","Information","Hive \??\Volume{a74d8b81-ad10-4e07-83e4-60a44a9d9237}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{2232EFFF-28A3-4F8C-84EF-901BBE3B843A} was reorganized with a starting size of 49410048 bytes and an ending size of 48181248 bytes."
"29/07/2025 8:41:01 am","11","Information","TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\SOFTWARE (TM: {8ce3a367-6b8b-11f0-93e2-d8bbc16550f4}, RM: {8ce3a366-6b8b-11f0-93e2-d8bbc16550f4}) finished with result=0xC00000A2 (Internal code=7)."
"29/07/2025 8:41:01 am","11","Information","TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\DRIVERS (TM: {8ce3a364-6b8b-11f0-93e2-d8bbc16550f4}, RM: {8ce3a363-6b8b-11f0-93e2-d8bbc16550f4}) finished with result=0xC00000A2 (Internal code=7)."
"29/07/2025 8:41:01 am","11","Information","TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\SYSTEM (TM: {8ce3a361-6b8b-11f0-93e2-d8bbc16550f4}, RM: {8ce3a360-6b8b-11f0-93e2-d8bbc16550f4}) finished with result=0xC00000A2 (Internal code=7)."
"29/07/2025 8:40:54 am","37","Information","The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->20.189.79.72:123)."
"29/07/2025 8:40:54 am","158","Information","The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well."
"29/07/2025 8:40:23 am","566","Information","The system session has transitioned from 4 to 5.

Reason SessionUnlock 

BootId: 23"
"29/07/2025 8:40:04 am","44","Information","Windows Update started downloading an update."
"29/07/2025 8:39:56 am","44","Information","Windows Update started downloading an update."
"29/07/2025 8:39:51 am","44","Information","Windows Update started downloading an update."
"29/07/2025 8:39:51 am","44","Information","Windows Update started downloading an update."
"29/07/2025 8:39:33 am","44","Information","Windows Update started downloading an update."
"29/07/2025 8:39:31 am","44","Information","Windows Update started downloading an update."
"29/07/2025 8:39:31 am","44","Information","Windows Update started downloading an update."
"29/07/2025 8:39:24 am","16","Information","The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages."
"29/07/2025 7:48:52 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:52 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:52 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:50 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:50 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:49 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:49 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:49 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:48 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:48 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:48 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:43 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:43 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:43 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:41 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:41 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:38 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:38 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:33 am","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 6 keys and creating 1 modified pages."
"29/07/2025 7:48:33 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:33 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:21 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:21 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:48:21 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:32:51 am","10016","Warning","The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user GALANT\Trinity SID (S-1-5-21-482037123-2649378654-2062196287-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
"29/07/2025 7:32:31 am","10016","Warning","The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user GALANT\Trinity SID (S-1-5-21-482037123-2649378654-2062196287-1001) from address LocalHost (Using LRPC) running in the application container MicrosoftWindows.Client.WebExperience_525.15301.20.0_x64__cw5n1h2txyewy SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
"29/07/2025 7:31:48 am","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\Settings\settings.dat was cleared updating 31 keys and creating 3 modified pages."
"29/07/2025 7:31:48 am","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages."
"29/07/2025 7:31:48 am","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\MicrosoftWindows.CrossDevice_cw5n1h2txyewy\SystemAppData\Helium\User.dat was cleared updating 1 keys and creating 1 modified pages."
"29/07/2025 7:31:34 am","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 10 keys and creating 0 modified pages."
"29/07/2025 7:31:34 am","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 47 keys and creating 6 modified pages."
"29/07/2025 7:31:24 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:31:24 am","7001","Information","User Logon Notification for Customer Experience Improvement Program"
"29/07/2025 7:31:22 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:31:22 am","44","Information","Windows Update started downloading an update."
"29/07/2025 7:31:21 am","1038","Information","Pre-attestation health checks confirm that the device is expected to pass attestation.
 Please see C:\WINDOWS\Logs\MeasuredBoot\0000000031-0000000001.json for detailed information on what checks were made."
"29/07/2025 7:31:21 am","1041","Information","Pre-attestation health check detailed information: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}]}"
"29/07/2025 7:31:19 am","32","Information","Intel(R) Ethernet Connection (10) I219-V
 Network link has been established at 1Gbps full duplex.
"
"29/07/2025 7:31:17 am","1","Information","The system has returned from a low power state.

Sleep Time: ?2025?-?07?-?28T15:37:10.792485300Z
Wake Time: ?2025?-?07?-?28T23:31:16.998518700Z

Wake Source: Unknown"
"29/07/2025 7:31:17 am","7031","Error","The Mullvad VPN Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 3000 milliseconds: Restart the service."
"29/07/2025 7:31:17 am","7024","Error","The Mullvad VPN Service service terminated with the following service-specific error: 
Incorrect function."
"29/07/2025 7:31:17 am","566","Information","The system session has transitioned from 2 to 4.

Reason Unknown 

BootId: 23"
"29/07/2025 7:31:16 am","566","Information","The system session has transitioned from 1 to 2.

Reason SxTransition 

BootId: 23"
"29/07/2025 7:31:16 am","32","Information","The bootmgr spent 0 ms waiting for user input."
"29/07/2025 7:31:16 am","18","Information","There are 0x1 boot options on this system."
"29/07/2025 7:31:16 am","247","Information","Unable to load Pluton-Windows firmware. StatusCode: STATUS_SUCCESS, Reason: Failed to apply firmware."
"29/07/2025 7:31:16 am","27","Information","The boot type was 0x1."
"29/07/2025 7:31:16 am","25","Information","The boot menu policy was 0x1."
"29/07/2025 7:31:16 am","30","Information","The firmware reported boot metrics."
"29/07/2025 7:31:15 am","1796","Error","The Secure Boot update failed to update a Secure Boot variable with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
"29/07/2025 7:31:15 am","1796","Error","The Secure Boot update failed to update a Secure Boot variable with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
"29/07/2025 7:31:15 am","1","Information","The system time has changed to ?2025?-?07?-?28T23:31:15.500000000Z from ?2025?-?07?-?28T15:37:16.074238900Z.
Time Delta: 28439425 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ?2025?-?07?-?29T07:31:15.500000000Z
Current time zone bias: -480
RTC time is in UTC: false
System time was based on RTC time: false"
"28/07/2025 11:37:16 pm","107","Information","The system has resumed from sleep."
"28/07/2025 11:37:11 pm","42","Information","The system is entering sleep.

Sleep Reason: Application API"
"28/07/2025 11:37:10 pm","566","Information","The system session has transitioned from 0 to 1.

Reason ScreenOffGracePeriod 

BootId: 23"
"28/07/2025 11:37:10 pm","187","Information","User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs."
"28/07/2025 11:37:10 pm","7002","Information","User Logoff Notification for Customer Experience Improvement Program"
"28/07/2025 11:37:09 pm","100","Warning","Process C:\Windows\explorer.exe is delaying system shutdown after 5015 milliseconds."
"28/07/2025 11:37:04 pm","2","Information","Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS."
"28/07/2025 11:37:03 pm","1074","Information","The process C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (GALANT) has initiated the power off of computer GALANT on behalf of user GALANT\Trinity for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
"28/07/2025 11:33:19 pm","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"28/07/2025 11:31:30 pm","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages."
"28/07/2025 11:31:30 pm","16","Information","The access history in hive \??\C:\ProgramData\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\S-1-5-21-482037123-2649378654-2062196287-1001\SystemAppData\Helium\Cache\727ab963453f4768_COM15.dat was cleared updating 1 keys and creating 1 modified pages."
"28/07/2025 11:31:29 pm","7045","Information","A service was installed in the system.

Service Name:  Wazuh
Service File Name:  ""C:\Program Files (x86)\ossec-agent\wazuh-agent.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
"28/07/2025 11:31:13 pm","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"28/07/2025 11:22:19 pm","5","Information","Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS."
"28/07/2025 11:22:19 pm","2","Information","Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS."
"28/07/2025 10:26:51 pm","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"28/07/2025 10:23:20 pm","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"28/07/2025 10:22:19 pm","5","Information","Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS."
"28/07/2025 10:22:18 pm","2","Information","Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS."
"28/07/2025 10:22:16 pm","5","Information","Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS."
"28/07/2025 10:02:29 pm","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"28/07/2025 10:00:24 pm","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"28/07/2025 9:47:29 pm","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\Microsoft.WindowsNotepad_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages."
"28/07/2025 9:47:27 pm","16","Information","The access history in hive \??\C:\ProgramData\Packages\WinRAR.ShellExtension_d9ma7nkbkv4rp\S-1-5-21-482037123-2649378654-2062196287-1001\SystemAppData\Helium\Cache\47b86fda953346a8_COM15.dat was cleared updating 1 keys and creating 1 modified pages."
"28/07/2025 9:24:57 pm","1","Warning","dispatch: Timeout waiting for input data"
"28/07/2025 8:50:42 pm","4266","Warning","A request to allocate an ephemeral port number from the global UDP port space has failed due to all such ports being in use."
"28/07/2025 6:41:26 pm","16","Information","The access history in hive \??\C:\Users\Trinity\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages."
"28/07/2025 6:22:29 pm","19","Information","Installation Successful: Windows successfully installed the following update: 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB"
"28/07/2025 6:22:28 pm","98","Information","Volume ?? (\Device\HarddiskVolumeShadowCopy1) is healthy.  No action is needed."
"28/07/2025 6:22:28 pm","43","Information","Installation Started: Windows has started installing the following update: 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB"
"28/07/2025 6:22:15 pm","16","Information","The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_19.2507.56041.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages."
"28/07/2025 6:22:12 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:12 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:12 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:10 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:09 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:09 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:08 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:08 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:08 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:07 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:07 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:07 pm","44","Information","Windows Update started downloading an update."
"28/07/2025 6:22:03 pm","44","Information","Windows Update started downloading an update."
